key,class,archetype,mana,amountExpr,pcalign,buffStat,buffAmt,durationMs,debuff,chance,cureCat,healthCost,animation,sound,action,aether
gather_magic_poet,poet,ManaBattery,30,,,,,,,,,math.floor(player.maxMagic *.4),78,105,6,22000
lay_hands_poet,poet,Heal,90,100,0,,,,,,,,5,4,,
spirits_smile_poet,poet,Heal,90,100,1,,,,,,,,65,98,,
lifes_water_poet,poet,Heal,90,100,2,,,,,,,,64,63,,
quicken_poet,poet,Heal,90,100,3,,,,,,,,63,4,,
magis_bane_poet,poet,Utility,,,,,,,,,,,-1,,,
purge_poet,poet,Cure,30,,,,,,,,venoms,,10,10,6,
cure_illness_poet,poet,Cure,30,,,,,,,,venoms,,70,10,6,
restore_health_poet,poet,Cure,30,,,,,,,,venoms,,57,10,6,
remove_poison_poet,poet,Cure,30,,,,,,,,venoms,,108,95,6,
recover_poet,poet,Heal,100,200,0,,,,,,,,5,4,,
spirits_embrace_poet,poet,Heal,100,200,1,,,,,,,,65,98,,
infuse_energy_poet,poet,Heal,100,200,2,,,,,,,,64,63,,
lifes_river_poet,poet,Heal,100,200,3,,,,,,,,63,4,,
remedy_poet,poet,Heal,390,500,0,,,,,,,,5,4,6,
brethren_of_spirits_poet,poet,Heal,390,500,1,,,,,,,,65,98,6,
gathering_of_the_flock_poet,poet,Heal,390,500,2,,,,,,,,64,63,6,
gathering_of_majesty_poet,poet,Heal,390,500,3,,,,,,,,63,4,6,
remove_curse_poet,poet,Cure,60,,,,,,,,minorcurses,,10,10,6,
release_curse_poet,poet,Cure,60,,,,,,,,minorcurses,,71,10,6,
undo_evil_poet,poet,Cure,60,,,,,,,,minorcurses,,107,10,6,
restore_armor_poet,poet,Cure,60,,,,,,,,minorcurses,,58,10,6,
remove_veil_poet,poet,Cure,60,,,,,,,,blinds,,10,10,6,
clear_darkness_poet,poet,Cure,60,,,,,,,,blinds,,70,10,6,
restore_sight_poet,poet,Cure,60,,,,,,,,blinds,,57,10,6,
purge_darkness_poet,poet,Cure,60,,,,,,,,blinds,,108,95,6,
restore_poet,poet,Heal,1000,,,,,,,,,,5,4,6,10000
resurrect_poet,poet,Utility,3000,,,,,,,,,,11,,6,8000
return_spirit_poet,poet,Utility,3000,,,,,,,,,,96,,6,8000
mingken_blessing_poet,poet,Utility,3000,,,,,,,,,,116,,6,8000
death_undone_poet,poet,Utility,3000,,,,,,,,,,92,,6,8000
retribution_poet,poet,Damage,500,math.ceil(player.magic *.34),40,,,,,,,,51,88,,24000
spirit_puppet_poet,poet,Damage,500,math.ceil(player.magic *.34),41,,,,,,,,100,88,,24000
palm_of_life_poet,poet,Damage,500,math.ceil(player.magic *.34),42,,,,,,,,86,88,,24000
tornado_poet,poet,Damage,500,math.ceil(player.magic *.34),43,,,,,,,,114,88,,24000
revitalize_poet,poet,Heal,210,1000,0,,,,,,,,5,4,,
ancestors_embrace_poet,poet,Heal,210,1000,1,,,,,,,,65,98,,
lifeforce_poet,poet,Heal,210,1000,2,,,,,,,,64,63,,
lifespring_poet,poet,Heal,210,1000,3,,,,,,,,63,4,,
sanctuary_poet,poet,TargetBuff,60,,,deduction,0.5,300000,,,,,11,5,6,
protect_soul_poet,poet,TargetBuff,60,,,deduction,0.5,300000,,,,,61,106,6,
guard_life_poet,poet,TargetBuff,60,,,deduction,0.5,300000,,,,,56,77,6,
magic_shield_poet,poet,TargetBuff,60,,,deduction,0.5,300000,,,,,98,70,6,
scourge_poet,poet,Debuff,90,,,,,0,slow,,,,1,43,6,
damage_will_poet,poet,Debuff,90,,,,,0,slow,,,,53,43,6,
drop_guard_poet,poet,Debuff,90,,,,,0,slow,,,,101,44,6,
unalign_armor_poet,poet,Debuff,90,,,,,0,slow,,,,79,26,6,
second_sight_poet,poet,Buff,240,,,,,,,,,,-1,22,6,
hear_spirits_poet,poet,Buff,240,,,,,,,,,,-1,22,6,
improve_sight_poet,poet,Buff,240,,,,,,,,,,-1,22,6,
show_hidden_poet,poet,Buff,240,,,,,,,,,,-1,22,6,
singe_poet,poet,Damage,20,25 + math.floor(player.level / 2) + math.floor((player.will + 3) / 4),11,,,,,,,,28,701,,
embrace_of_the_void_poet,poet,Damage,20,25 + math.floor(player.level / 2) + math.floor((player.will + 3) / 4),1,,,,,,,,17,59,,
lightning_poet,poet,Damage,20,25 + math.floor(player.level / 2) + math.floor((player.will + 3) / 4),2,,,,,,,,30,57,,
natures_storm_poet,poet,Damage,20,25 + math.floor(player.level / 2) + math.floor((player.will + 3) / 4),3,,,,,,,,4,701,,
spark_poet,poet,Damage,20,15 + math.floor(player.level / 2) + math.floor((player.will + 3) / 4),11,,,,,,,,28,701,,
glimpse_of_the_void_poet,poet,Damage,20,15 + math.floor(player.level / 2) + math.floor((player.will + 3) / 4),1,,,,,,,,17,59,,
bolt_poet,poet,Damage,20,15 + math.floor(player.level / 2) + math.floor((player.will + 3) / 4),2,,,,,,,,30,57,,
natures_ire_poet,poet,Damage,20,15 + math.floor(player.level / 2) + math.floor((player.will + 3) / 4),3,,,,,,,,4,701,,
stream_of_life_poet,poet,Heal,1000,10000,0,,,,,,,,5,4,,
purity_of_spirit_poet,poet,Heal,1000,10000,1,,,,,,,,65,98,,
natures_abundance_poet,poet,Heal,1000,10000,2,,,,,,,,64,63,,
forge_of_life_poet,poet,Heal,1000,10000,3,,,,,,,,63,4,,
valor_poet,poet,TargetBuff,30,,,might,3,300000,,,,,11,12,6,
strengthen_poet,poet,TargetBuff,30,,,might,3,300000,,,,,117,31,6,
bless_muscles_poet,poet,TargetBuff,30,,,might,3,300000,,,,,117,31,6,
power_burst_poet,poet,TargetBuff,30,,,might,3,300000,,,,,117,31,6,
vital_spark_poet,poet,Heal,390,100,0,,,,,,,,5,4,6,
spirits_kiss_poet,poet,Heal,390,100,0,,,,,,,,65,98,6,
spark_of_health_poet,poet,Heal,390,100,0,,,,,,,,64,63,6,
water_of_nature_poet,poet,Heal,390,100,0,,,,,,,,63,4,6,
water_of_life_poet,poet,Heal,390,5000,0,,,,,,,,5,4,,
breath_of_power_poet,poet,Heal,390,5000,1,,,,,,,,65,98,,
healing_breath_poet,poet,Heal,390,5000,2,,,,,,,,64,63,,
breath_of_life_poet,poet,Heal,390,5000,3,,,,,,,,63,4,,
ambush_rogue,rogue,Utility,,,,,,,,,,,-1,,1,
displacement_rogue,rogue,Utility,,,,,,,,,,,-1,,,
waylay_rogue,rogue,Utility,,,,,,,,,,,-1,,,
reflect_rogue,rogue,Utility,,,,,,,,,,,-1,,,
amnesia_rogue,rogue,Debuff,30,,,,,,slow,,,,1,,6,
forgetfulness_rogue,rogue,Debuff,30,,,,,,slow,,,,39,,6,
free_spirit_rogue,rogue,Debuff,30,,,,,,slow,,,,39,,6,
mislead_rogue,rogue,Debuff,30,,,,,,slow,,,,39,,6,
baekhos_blade_rogue,rogue,Utility,6000,,,,,,,,,,-1,,6,
baekhos_rage_rogue,rogue,Buff,2000,,,,,188000,,,,,11,4,6,
beast_rogue,rogue,Buff,30,,,,,,,,morphs,,3,,,
kwisin_chameleon_rogue,rogue,Buff,,,,,,,,,morphs,,3,,,
mingken_chameleon_rogue,rogue,Buff,,,,,,,,,morphs,,3,,,
ohaeng_chameleon_rogue,rogue,Buff,,,,,,,,,morphs,,3,,,
set_bladestorm_trap,rogue,Summon,1520,,,,,,,,,,9,0,6,125000
set_swords_dance_trap,rogue,Summon,1520,,,,,,,,,,9,0,6,125000
set_tigers_ambush_trap,rogue,Summon,1520,,,,,,,,,,9,0,6,125000
set_cutting_edge_trap,rogue,Summon,1520,,,,,,,,,,9,0,6,125000
chance_rogue,rogue,Utility,1000,,,,,,,,,,-1,,6,62000
randomness_rogue,rogue,Utility,1000,,,,,,,,,,-1,,6,62000
natures_choice_rogue,rogue,Utility,1000,,,,,,,,,,-1,,6,62000
trial_by_fire_rogue,rogue,Utility,1000,,,,,,,,,,-1,,6,62000
daggers_remedy_rogue,rogue,Heal,3000,4500,0,,,,,,,,5,4,,
kwisin_daggers_remedy_rogue,rogue,Heal,3000,4500,1,,,,,,,,65,98,,
mingken_daggers_remedy_rogue,rogue,Heal,3000,4500,2,,,,,,,,64,63,,
ohaeng_daggers_remedy_rogue,rogue,Heal,3000,4500,3,,,,,,,,63,4,,
dagger_uniform,rogue,Buff,25,,,,,,,,morphs,,3,,6,
set_dart_trap,rogue,Summon,20,,,,,,,,,,12,0,6,
set_death_trap,rogue,Summon,1520,,,,,,,,,,44,0,6,20000
desperate_attack_rogue,rogue,Damage,0,currentHealth + currentMagic,spellFX,,,,,,,,7,88,1,
the_voids_measure_rogue,rogue,Utility,,,,,,,,,,,68,,,
beastly_frenzy_rogue,rogue,Utility,,,,,,,,,,,32,,,
tilting_the_balance_rogue,rogue,Utility,,,,,,,,,,,9,,,
drain_rogue,rogue,Heal,60,,,,,,,,,,1,,,
drink_of_souls_rogue,rogue,Heal,60,,,,,,,,,,84,,,
parasite_rogue,rogue,Heal,60,,,,,,,,,,84,,,
absorb_rogue,rogue,Heal,60,,,,,,,,,,84,,,
drain_room,rogue,Buff,60,,,,,,,,,,39,,,
feral_rogue,rogue,Buff,,,,,,,,,morphs,,3,,,
kwisin_cloak_rogue,rogue,Buff,,,,,,,,,morphs,,3,,,
mingken_cloak_rogue,rogue,Buff,,,,,,,,,morphs,,3,,,
ohaeng_cloak_rogue,rogue,Buff,,,,,,,,,morphs,,3,,,
filch_rogue,rogue,Utility,30,,,,,,,,,,-1,4,6,
spirits_hand_rogue,rogue,Utility,30,,,,,,,,,,-1,4,6,
quick_fingers_rogue,rogue,Utility,30,,,,,,,,,,-1,4,6,
light_touch_rogue,rogue,Utility,30,,,,,,,,,,-1,4,6,
set_flash_trap,rogue,Summon,320,,,,,,,,,,11,0,6,20000
fleshspeak_rogue,rogue,Heal,60,50,0,,,,,,,,5,4,,
spiritsong_rogue,rogue,Heal,60,50,1,,,,,,,,65,98,,
helping_hand_rogue,rogue,Heal,60,50,2,,,,,,,,64,63,,
heal_others_rogue,rogue,Heal,60,50,3,,,,,,,,63,4,,
gangrel_rogue,rogue,Buff,,,,,,,,,morphs,,3,,,
kwisin_mask_rogue,rogue,Buff,,,,,,,,,morphs,,3,,,
mingken_mask_rogue,rogue,Buff,,,,,,,,,morphs,,3,,,
ohaeng_mask_rogue,rogue,Buff,,,,,,,,,morphs,,3,,,
ignite_rogue,rogue,Damage,30,260,250,,,,,,,,4,56,,
spirit_strike_rogue,rogue,Damage,30,260,251,,,,,,,,17,59,,
wrath_of_nature_rogue,rogue,Damage,30,260,252,,,,,,,,30,57,,
thunderclap_rogue,rogue,Damage,30,260,253,,,,,,,,4,701,,
invisible_rogue,rogue,Buff,0,,,,,156000,,,,,-1,,6,1000
spirits_form_rogue,rogue,Buff,0,,,,,156000,,,,,-1,,6,1000
lifes_cloak_rogue,rogue,Buff,0,,,,,156000,,,,,-1,,6,1000
glass_form_rogue,rogue,Buff,0,,,,,156000,,,,,-1,,6,1000
judge_rogue,rogue,Utility,,,,,,,,,,,-1,,,
spiritual_advisor_rogue,rogue,Utility,,,,,,,,,,,-1,,,
natural_talent_rogue,rogue,Utility,,,,,,,,,,,-1,,,
appraise_rogue,rogue,Utility,,,,,,,,,,,-1,,,
lethal_strike_rogue,rogue,Damage,0,math.ceil(currentHealth / 2) + math.ceil(currentMagic * 2.5),spellFX,,,,,,,,9,88,1,
afterlifes_embrace_rogue,rogue,Utility,,,,,,,,,,,69,,,
mingkens_judgement_rogue,rogue,Utility,,,,,,,,,,,67,,,
calculating_blow_rogue,rogue,Utility,,,,,,,,,,,60,,,
maros_remedy_rogue,rogue,Heal,1000,1500,0,,,,,,,,5,4,,
kwisin_maros_remedy_rogue,rogue,Heal,1000,1500,1,,,,,,,,65,98,,
mingken_maros_remedy_rogue,rogue,Heal,1000,1500,2,,,,,,,,64,63,,
ohaeng_maros_remedy_rogue,rogue,Heal,1000,1500,3,,,,,,,,63,4,,
masos_remedy_rogue,rogue,Heal,2000,3000,0,,,,,,,,5,4,,
kwisin_masos_remedy_rogue,rogue,Heal,2000,3000,1,,,,,,,,65,98,,
mingken_masos_remedy_rogue,rogue,Heal,2000,3000,2,,,,,,,,64,63,,
ohaeng_masos_remedy_rogue,rogue,Heal,2000,3000,3,,,,,,,,63,4,,
mend_wounds_rogue,rogue,Heal,80,100,0,,,,,,,,5,4,,
spiritual_cure_rogue,rogue,Heal,80,100,1,,,,,,,,65,98,,
natures_kiss_rogue,rogue,Heal,80,100,2,,,,,,,,64,63,,
cooling_touch_rogue,rogue,Heal,80,100,3,,,,,,,,63,4,,
might_rogue,rogue,Buff,30,,,might,3,625000,,,,,11,12,6,
spirit_strength_rogue,rogue,Buff,30,,,might,3,625000,,,,,117,31,6,
inner_blessing_rogue,rogue,Buff,30,,,might,3,625000,,,,,117,31,6,
temper_rogue,rogue,Buff,30,,,might,3,625000,,,,,117,31,6,
set_poison_dart_trap,rogue,Summon,620,,,,,,,,,,1,0,6,20000
race_rogue,rogue,Teleport,900,,,,,,,,,,-1,,6,80000
spiritual_jump_rogue,rogue,Teleport,1,,,,,,,,,,-1,,6,80000
leap_of_faith_rogue,rogue,Teleport,1,,,,,,,,,,-1,,6,80000
transport_rogue,rogue,Teleport,1,,,,,,,,,,-1,,6,80000
recover_rogue,rogue,Heal,100,200,0,,,,,,,,5,4,,
spirits_embrace_rogue,rogue,Heal,100,200,1,,,,,,,,65,98,,
infuse_energy_rogue,rogue,Heal,100,200,2,,,,,,,,64,63,,
lifes_river_rogue,rogue,Heal,100,200,3,,,,,,,,63,4,,
refresh_rogue,rogue,Heal,400,600,0,,,,,,,,5,4,,
souls_awakening_rogue,rogue,Heal,400,600,1,,,,,,,,65,98,,
healing_waters_rogue,rogue,Heal,400,600,2,,,,,,,,64,63,,
fire_dance_rogue,rogue,Heal,400,600,3,,,,,,,,63,4,,
set_repeating_dart_trap,rogue,Buff,120,,,,,,,,,,12,0,6,
rodent_rogue,rogue,Buff,,,,,,,,,morphs,,3,,,
kwisin_disguise_rogue,rogue,Buff,,,,,,,,,morphs,,3,,,
mingken_disguise_rogue,rogue,Buff,,,,,,,,,morphs,,3,,,
ohaeng_disguise_rogue,rogue,Buff,,,,,,,,,morphs,,3,,,
seal_wounds_rogue,rogue,Heal,220,280,0,,,,,,,,5,4,,
spirit_caress_rogue,rogue,Heal,220,280,1,,,,,,,,65,98,,
heal_injury_rogue,rogue,Heal,220,280,2,,,,,,,,64,63,,
bandage_rogue,rogue,Heal,220,280,3,,,,,,,,63,4,,
set_trap,rogue,Utility,,,,,,,,,,,12,,,
shadow_figure_rogue,rogue,Buff,60,,,grace,3,,,,shadowFigures,,2,4,6,
spirit_warrior_rogue,rogue,Buff,60,,,grace,3,,,,shadowFigures,,20,4,6,
natural_defense_rogue,rogue,Buff,60,,,grace,3,,,,shadowFigures,,20,4,6,
ohaengs_armor_rogue,rogue,Buff,60,,,grace,3,,,,shadowFigures,,21,4,6,
singe_rogue,rogue,Damage,20,25 + math.floor(player.level / 2) + math.floor((player.will + 3) / 4),12,,,,,,,,28,701,,
embrace_of_the_void_rogue,rogue,Damage,20,25 + math.floor(player.level / 2) + math.floor((player.will + 3) / 4),251,,,,,,,,17,59,,
lightning_rogue,rogue,Damage,20,25 + math.floor(player.level / 2) + math.floor((player.will + 3) / 4),252,,,,,,,,30,57,,
natures_storm_rogue,rogue,Damage,20,25 + math.floor(player.level / 2) + math.floor((player.will + 3) / 4),253,,,,,,,,4,701,,
set_sleep_trap,rogue,Summon,2500,,,,,,,,,,2,0,6,20000
set_snare_trap,rogue,Summon,120,,,,,,,,,,1,0,6,
set_spear_trap,rogue,Summon,520,,,,,,,,,,6,0,6,
spy_rogue,rogue,Utility,,,,,,,,,,,-1,,,
spiritual_guide_rogue,rogue,Utility,,,,,,,,,,,-1,,,
natures_handiwork_rogue,rogue,Utility,,,,,,,,,,,-1,,,
judgement_day_rogue,rogue,Utility,,,,,,,,,,,-1,,,
swift_recovery_rogue,rogue,Heal,700,900,0,,,,,,,,5,4,,
renew_energy_rogue,rogue,Heal,700,900,1,,,,,,,,65,98,,
loving_dew_rogue,rogue,Heal,700,900,2,,,,,,,,64,63,,
invigorate_rogue,rogue,Heal,700,900,3,,,,,,,,63,4,,
tigers_fortitude_rogue,rogue,Utility,,,,,,,,,,,-1,,6,
tigers_fury_rogue,rogue,Buff,90,,,,,625000,,,,,11,4,6,
filling_the_soul_rogue,rogue,Buff,90,,,,,625000,,,,,103,4,6,
spirit_of_the_wild_rogue,rogue,Buff,90,,,,,625000,,,,,106,4,6,
ohaengs_grace_rogue,rogue,Buff,90,,,,,625000,,,,,98,70,6,
wolfs_fury_rogue,rogue,Buff,30,,,,,625000,,,,,11,4,6,
souls_rage_rogue,rogue,Buff,30,,,,,625000,,,,,103,4,6,
spirit_of_the_forest_rogue,rogue,Buff,30,,,,,625000,,,,,106,4,6,
augmentation_rogue,rogue,Buff,30,,,,,625000,,,,,98,70,6,
assault_warrior,warrior,Damage,0,math.ceil(player.health / 2),0,,,,,,,,4,56,1,80000
deaths_challenge_warrior,warrior,Damage,0,math.ceil(player.health / 2),127,,,,,,,,17,59,1,80000
cold_snap_warrior,warrior,Damage,0,math.ceil(player.health / 2),126,,,,,,,,30,57,1,80000
volley_warrior,warrior,Damage,0,math.ceil(player.health / 2),3,,,,,,,,4,701,1,80000
backstab_warrior,warrior,Buff,90,,,,,625000,,,backstabs,,2,4,6,
back_battle_warrior,warrior,Buff,90,,,,,625000,,,backstabs,,-1,4,6,
back_attack_warrior,warrior,Buff,90,,,,,625000,,,backstabs,,-1,4,6,
back_damage_warrior,warrior,Buff,90,,,,,625000,,,backstabs,,-1,4,6,
berserk_warrior,warrior,Damage,0,math.ceil(player.health * 0.75),spellFX,,,,,,,,6,14,1,
no_fear_warrior,warrior,Utility,,,,,,,,,,,68,,,
tigers_pounce_warrior,warrior,Utility,,,,,,,,,,,32,,,
winds_blast_warrior,warrior,Utility,,,,,,,,,,,9,,,
bless_warrior,warrior,Buff,60,,,hit,2,625000,,,blessings,,2,4,6,
sanctification_warrior,warrior,Buff,60,,,hit,2,625000,,,blessings,,-1,4,6,
tribal_gathering_warrior,warrior,Buff,60,,,hit,2,625000,,,blessings,,-1,4,6,
strength_of_purpose_warrior,warrior,Buff,60,,,hit,2,625000,,,blessings,,-1,4,6,
dragons_flame_warrior,warrior,Utility,10000,,,,,,,,,,-1,,6,
dragons_fury_warrior,warrior,Buff,150,,,,,625000,,,,,11,4,6,
strength_of_ancestors_warrior,warrior,Buff,150,,,,,625000,,,,,103,4,6,
spirit_of_the_dragon_warrior,warrior,Buff,150,,,,,625000,,,,,106,4,6,
ohaengs_anger_warrior,warrior,Buff,150,,,,,625000,,,,,98,4,6,
enchant_warrior,warrior,Utility,60,,,,,,,,,,2,,6,
spiritual_aid_warrior,warrior,Utility,60,,,,,,,,,,-1,,6,
oneness_warrior,warrior,Utility,60,,,,,,,,,,-1,,6,
strengthen_weapon_warrior,warrior,Utility,60,,,,,,,,,,-1,,6,
feral_berserk_warrior,warrior,Damage,0,math.ceil(player.health * 0.85),spellFX,,,,,,,,9,88,1,16000
flank_warrior,warrior,Buff,90,,,,,625000,,,flanks,,2,4,6,
flank_battle_warrior,warrior,Buff,90,,,,,625000,,,flanks,,-1,4,6,
flank_attack_warrior,warrior,Buff,90,,,,,625000,,,flanks,,-1,4,6,
flank_damage_warrior,warrior,Buff,90,,,,,625000,,,flanks,,-1,4,6,
fleshspeak_warrior,warrior,Heal,60,50,0,,,,,,,,5,4,,
spiritsong_warrior,warrior,Heal,60,50,1,,,,,,,,65,98,,
helping_hand_warrior,warrior,Heal,60,50,2,,,,,,,,64,63,,
heal_others_warrior,warrior,Heal,60,50,3,,,,,,,,63,4,,
hoche_warrior,warrior,Buff,5000,,,,,60000,,,,,22,10,6,180000
immunity_warrior,warrior,Buff,5000,,,,,60000,,,,,62,10,6,180000
forest_blessing_warrior,warrior,Buff,5000,,,,,60000,,,,,62,10,6,180000
magics_shield_warrior,warrior,Buff,5000,,,,,60000,,,,,62,10,6,180000
hunangs_relief_warrior,warrior,Heal,800,800,0,,,,,,,,5,4,,
from_the_brink_warrior,warrior,Heal,800,800,1,,,,,,,,65,98,,
natures_slave_warrior,warrior,Heal,800,800,2,,,,,,,,64,63,,
lifes_essence_warrior,warrior,Heal,800,800,3,,,,,,,,63,4,,
infuse_warrior,warrior,Utility,90,,,,,,,,,,2,,6,
tincture_of_the_unknown_warrior,warrior,Utility,90,,,,,,,,,,-1,,6,
tigers_claw_warrior,warrior,Utility,90,,,,,,,,,,-1,,6,
whetstone_warrior,warrior,Utility,90,,,,,,,,,,-1,,6,
ingress_warrior,warrior,Utility,90,,,,,,,,,,2,,6,
hand_of_darkness_warrior,warrior,Utility,90,,,,,,,,,,-1,,6,
dragons_claw_warrior,warrior,Utility,90,,,,,,,,,,-1,,6,
razors_edge_warrior,warrior,Utility,90,,,,,,,,,,-1,,6,
potence_warrior,warrior,Buff,30,,,dam,2,625000,,,potency,,2,4,6,
spirit_arm_warrior,warrior,Buff,30,,,dam,2,625000,,,potency,,-1,4,6,
touch_of_the_bear_warrior,warrior,Buff,30,,,dam,2,625000,,,potency,,-1,4,6,
sharpen_warrior,warrior,Buff,30,,,dam,2,625000,,,potency,,-1,4,6,
relief_warrior,warrior,Heal,120,200,0,,,,,,,,5,4,,
renew_essence_warrior,warrior,Heal,120,200,1,,,,,,,,65,98,,
lifesong_warrior,warrior,Heal,120,200,2,,,,,,,,64,63,,
sweet_waters_warrior,warrior,Heal,120,200,3,,,,,,,,63,4,,
salvation_warrior,warrior,Heal,400,500,0,,,,,,,,5,4,,
redemption_warrior,warrior,Heal,400,500,1,,,,,,,,65,98,,
ointment_of_light_warrior,warrior,Heal,400,500,2,,,,,,,,64,63,,
return_of_life_warrior,warrior,Heal,400,500,3,,,,,,,,63,4,,
slash_warrior,warrior,Damage,60,,,,,,,,,,31,60,1,1000
taunt_warrior,warrior,Damage,1,1,13,,,,,,,,-1,58,,
anger_warrior,warrior,Damage,1,1,13,,,,,,,,-1,58,,
tease_warrior,warrior,Damage,1,1,13,,,,,,,,-1,58,,
mock_warrior,warrior,Damage,1,1,13,,,,,,,,-1,58,,
tigers_fury_warrior,warrior,Buff,90,,,,,625000,,,,,11,4,6,
filling_the_soul_warrior,warrior,Buff,90,,,,,625000,,,,,103,4,6,
spirit_of_the_wild_warrior,warrior,Buff,90,,,,,625000,,,,,106,4,6,
ohaengs_grace_warrior,warrior,Buff,90,,,,,625000,,,,,98,70,6,
vigor_warrior,warrior,Heal,180,280,0,,,,,,,,5,4,,
touch_of_health_warrior,warrior,Heal,180,280,1,,,,,,,,65,98,,
balm_warrior,warrior,Heal,180,280,2,,,,,,,,64,63,,
restoration_warrior,warrior,Heal,180,280,3,,,,,,,,63,4,,
vipers_venom_warrior,warrior,Utility,5000,,,,,,,,,,-1,,6,
watchful_eye_warrior,warrior,Utility,125,,,,,,,,,,-1,0,6,
spirits_whisper_warrior,warrior,Utility,125,,,,,,,,,,-1,0,6,
creatures_guidance_warrior,warrior,Utility,125,,,,,,,,,,-1,0,6,
spot_unbalance_warrior,warrior,Utility,125,,,,,,,,,,-1,0,6,
whirlwind_warrior,warrior,Damage,0,math.ceil(player.health * damageFactor[alignmentIndex]),spellFX,,,,,,,,9,88,1,
deaths_angel_warrior,warrior,Utility,,,,,,,,,,,69,,,
natures_own_warrior,warrior,Utility,,,,,,,,,,,67,,,
bladedance_warrior,warrior,Utility,,,,,,,,,,,60,,,
wolfs_fury_warrior,warrior,Buff,30,,,,,625000,,,,,11,4,6,
souls_rage_warrior,warrior,Buff,30,,,,,625000,,,,,103,4,6,
chung_ryongs_rage,warrior,Buff,0,,,,,,,,,,103,4,6,120000
spirit_of_the_forest_warrior,warrior,Buff,30,,,,,625000,,,,,106,4,6,
augmentation_warrior,warrior,Buff,30,,,,,625000,,,,,98,70,6,
soothe,,Heal,3,50,,,,,,,,,5,708,,
dragons_harness_warrior,warrior,Utility,10000,,,,,,,,,,-1,,6,
healths_return_warrior,warrior,Heal,1000,1200,0,,,,,,,,5,4,,
mend_equipment_warrior,warrior,Utility,50000,,,,,,,,,,-1,,6,
siege_warrior,warrior,Damage,8000,math.ceil(player.health * 1.875) + math.ceil(player.magic * 0.5),spellFX,,,,,,,,9,88,1,
blades_charm_rogue,rogue,Utility,0,,,,,,,,,,-1,,6,
explorers_remedy_rogue,rogue,Heal,4000,6000,0,,,,,,,,5,4,,
focused_blow_rogue,rogue,Damage,3000,player.health * 2,spellFX,,,,,,,,7,88,1,
power_stream_rogue,rogue,Heal,1000,1500,0,,,,,,,,5,4,,
dooms_fire_mage,mage,Damage,0,math.ceil(player.magic * 2.5),30,,,,,,,,8,88,6,70000
energy_flow_mage,mage,Heal,2400,8000,0,,,,,,,,5,4,,
charge_of_life_poet,poet,Heal,3000,40000,0,,,,,,,,5,4,,
cotw_wind_master_poet,poet,Utility,10,,,,,,,,,,-1,22,6,480000
hyun_moo_revival,npcsub,Utility,10000,,,,,,,,,,-1,4,6,
ju_jak_evocation,npcsub,Utility,0,,,,,,,,,,-1,4,6,
souls_freedom_warrior,warrior,Damage,8000,math.ceil(player.health * 1.875) + math.ceil(player.magic * 0.5),spellFX,,,,,,,,,,1,
lifes_end_warrior,warrior,Damage,8000,math.ceil(player.health * 1.875) + math.ceil(player.magic * 0.5),spellFX,,,,,,,,,,1,
winter_chill_warrior,warrior,Damage,8000,math.ceil(player.health * 1.875) + math.ceil(player.magic * 0.5),spellFX,,,,,,,,,,1,
