ts,eid,look,mob,zone,gear,hp_total,swings,last_dmg,bar_max,clean,level,exp
1785600521546,58446,90,,,,62,2,31,42,1,,15
1785600549093,57884,25,,,,33,1,33,0,1,,10
1785600559610,57896,25,,,,31,1,31,0,1,,10
1785600562107,57900,25,,,,32,1,32,0,1,,10
1785600564607,285614,25,,,,64,1,64,0,1,,10
1785600571620,57892,25,,,,32,1,32,0,1,,10
1785600585130,285616,25,,,,31,1,31,0,1,,10
1785600600151,57844,25,,,,28,1,28,0,1,,10
1785600613162,57874,25,,,,87,1,87,0,1,,10
1785600622673,57860,25,,,,29,1,29,0,1,,10
1785600802863,57886,25,,,,29,1,29,0,1,,10
1785600809877,57856,25,,,,64,1,64,0,1,,10
1785601248197,288357,,,,,33,1,33,0,0,,10
1785601250717,37875,,,,,32,1,32,0,0,,10
1785601253215,37873,,,,,29,1,29,0,0,,10
1785601256724,348796,,,,,29,1,29,0,0,,10
1785601259761,143495,,,,,30,1,30,0,0,,10
1785601262248,37835,25,,,,28,1,28,0,1,,10
1785601273808,304703,,,,,332,12,29,90,0,,50
1785601274309,37855,,,,,31,1,31,0,0,,10
1785601275321,37885,25,,,,33,1,33,0,1,,10
1785601282949,37881,,,,,66,1,66,0,0,,10
1785601285449,37837,25,,,,60,1,60,0,1,,10
1785601298504,307289,89,,,,269,8,27,90,1,,50
1785601301029,37847,25,,,,29,1,29,0,1,,10
1785601304041,288353,25,,,,30,1,30,0,1,,10
1785601309549,144036,25,,,,29,1,29,0,1,,10
1785601310087,37833,25,,,,31,1,31,0,1,,10
1785601312076,349525,25,,,,29,1,29,0,1,,10
1785601328687,349945,,,,,301,9,25,80,0,,50
1785601369418,348788,25,,,,64,1,64,0,1,,10
1785601374955,363704,25,,,,62,1,62,0,1,,10
1785601377999,363722,25,,,,29,1,29,0,1,,10
1785601381029,303850,25,,,,30,1,30,0,1,,10
1785601389093,363718,25,,,,62,1,62,0,1,,10
1785601399653,363698,25,,,,28,1,28,0,1,,10
1785601451781,364498,25,,,,30,1,30,0,1,,10
1785601458328,363694,25,,,,32,1,32,0,1,,10
1785601464395,364512,25,,,,58,1,58,0,1,,10
1785601488654,363714,25,,,,54,1,54,0,1,,10
1785601603193,364492,,,,,29,1,29,0,0,,10
1785601607197,37865,25,,,,62,1,62,0,1,,10
1785601611700,364502,25,,,,60,1,60,0,1,,10
1785601623217,365652,25,,,,33,1,33,0,1,,10
1785601637726,37877,25,,,,62,1,62,0,1,,10
1785601646735,366547,25,,,,58,1,58,0,1,,10
1785601661253,364147,89,,,,328,9,25,81,1,,50
1785601663755,366551,25,,,,33,1,33,0,1,,10
1785601671761,364494,25,,,,32,1,32,0,1,,10
1785601682281,363690,25,,,,30,1,30,0,1,,10
1785601691788,365642,25,,,,64,1,64,0,1,,10
1785601702297,363700,25,,,,32,1,32,0,1,,10
1785601713309,366561,25,,,,66,1,66,0,1,,10
1785601745502,365648,25,,,,66,1,66,0,1,,10
1785601749032,365654,25,,,,31,1,31,0,1,,10
1785601794581,364508,25,,,,31,1,31,0,1,,10
1785601934247,334922,,,,,60,2,29,35,0,,15
1785601938754,333522,,,,,59,2,30,44,0,,15
1785601944760,333515,,,,,120,4,31,74,0,,25
1785601953766,335966,,,,,139,3,27,54,0,,25
1785601956771,334924,,,,,54,2,27,47,0,,15
1785601961778,335965,90,,,,120,2,58,45,1,,25
1785601967278,333519,,,,,142,5,29,78,0,,25
1785602013323,334921,,,,,60,2,30,50,0,,15
1785602021331,334923,,,,,84,3,27,57,0,,15
1785602026841,334919,90,,,,56,2,27,48,1,,15
1785602036857,334918,,,,,60,2,32,48,0,,15
1785602049984,335964,,,,,147,3,29,51,0,,25
1785602057000,334616,,,,,144,4,27,54,0,,25
1785602069096,335969,,,,,145,4,28,50,0,,25
1785602082114,336974,32,,,,170,4,88,79,1,,30
1785602105277,333930,,,,,138,5,30,79,0,,30
1785602230531,333928,,,,,108,2,28,20,0,,30
1785602233533,370267,,,,,61,2,32,40,0,,15
1785602238037,370659,,,,,120,2,58,47,0,,25
1785602243046,370663,,,,,140,5,31,78,0,,25
1785602247553,370660,,,,,123,4,31,71,0,,25
1785602253059,333931,,,,,170,4,88,74,0,,30
1785602271078,370261,,,,,87,3,31,57,0,,15
1785602277585,371547,32,,,,136,5,26,75,1,,30
1785602283091,336973,32,,,,130,5,25,77,1,,30
1785602286598,334920,90,,,,59,2,30,42,1,,15
1785602289602,370478,90,,,,114,4,28,70,1,,25
1785602302107,370662,90,,,,117,2,60,50,1,,25
1785602306111,335968,90,,,,112,4,29,74,1,,25
1785602314122,370658,90,,,,141,3,28,54,1,,25
1785602317130,335967,90,,,,114,3,26,50,1,,25
1785602320131,370263,90,,,,60,2,32,41,1,,15
1785602349723,372537,90,,,,60,2,29,34,1,,15
1785602373233,373055,,,,,109,3,26,47,0,,25
1785602379747,372536,90,,,,56,1,56,0,1,,15
1785602381244,372534,90,,,,116,2,58,6,1,,15
1785602384752,370265,90,,,,61,2,30,36,1,,15
1785602389761,370264,90,,,,61,2,32,49,1,,15
1785602396767,334917,90,,,,118,2,58,3,1,,15
1785602399773,370661,90,,,,120,4,28,70,1,,25
1785602402773,370262,90,,,,60,2,31,50,1,,15
1785602409782,371548,32,,,,109,4,27,70,1,,30
1785602422806,370266,90,,,,56,1,56,0,1,,15
1785602448327,373698,90,,,,54,2,28,50,1,,15
1785602452330,373701,90,,,,114,2,58,1,1,,15
1785602456336,373702,90,,,,55,2,29,45,1,,15
1785602469347,373389,90,,,,185,3,79,56,1,,25
1785602477353,373386,90,,,,113,4,26,71,1,,25
1785602482862,373700,90,,,,106,2,52,1,1,,15
1785602484865,334916,90,,,,80,3,27,56,1,,15
1785602495372,372535,90,,,,56,2,30,46,1,,15
1785602504886,373387,90,,,,113,2,58,47,1,,25
1785602509387,374457,32,,,,106,4,27,74,1,,30
1785602514894,373391,90,,,,163,3,53,52,1,,25
1785602519395,373385,90,,,,112,4,26,70,1,,25
1785602621517,153935,,,,,81,3,25,42,0,,30
1785602626524,153934,,,,,115,4,29,72,0,,30
1785602632031,154852,,,,,136,4,26,52,0,,30
1785602639037,153933,,,,,114,4,27,72,0,,30
1785602648072,154425,,,,,144,5,26,76,0,,25
1785602665592,154424,,,,,110,2,57,48,0,,25
1785602669099,58220,,,,,112,2,57,43,0,,25
1785602733662,71675,,,,,822,34,26,97,0,,150
1785602832884,92996,,,,,2405,82,27,98,0,,600
1785602841896,376470,32,,,,137,5,27,77,1,,30
1785602854910,375560,90,,,,182,4,94,75,1,,25
1785602861419,376468,32,,,,110,4,26,71,1,,30
1785602871449,376467,32,,,,108,4,25,76,1,,30
1785602894460,375561,90,,,,140,3,30,55,1,,25
1785602931493,378072,32,,,,111,4,25,72,1,,30
1785602959525,378695,90,,,,173,2,88,12,1,,25
1785602992166,376469,32,,,,133,5,29,72,1,,30
1785603000676,375562,90,,,,199,5,88,74,1,,25
1785603007177,58219,90,,,,138,5,28,75,1,,25
1785603009683,96802,32,,,,149,1,149,0,1,,30
1785603014183,378694,90,,,,136,3,25,53,1,,25
1785603022693,378071,32,,,,130,5,25,77,1,,30
1785603026696,378073,32,,,,166,4,83,69,1,,30
1785603097276,71674,,,,,838,30,26,93,0,,150
1785603146332,379713,90,,,,177,4,85,67,1,,25
1785603201391,380545,32,,,,144,4,29,49,1,,30
1785603214904,380542,32,,,,112,4,28,69,1,,30
1785603218910,380546,32,,,,140,5,30,76,1,,30
1785603269985,71676,,,,,729,23,26,92,0,,150
1785603364581,379144,,,,,2381,84,27,98,0,,600
1785603407136,380544,32,,,,113,4,25,70,1,,30
1785603419146,379716,90,,,,142,5,27,77,1,,25
1785603526764,385392,32,,,,167,3,55,50,1,,30
1785603533769,385393,32,,,,129,5,28,77,1,,30
1785603543778,379715,90,,,,133,3,79,73,1,,25
1785603549784,379714,90,,,,106,4,28,74,1,,25
1785603612864,376471,,,,,885,29,23,84,0,,157
1785603863657,388423,,,,,148,3,31,55,0,,26
1785603870162,389683,32,,,,137,5,26,77,1,,31
1785603890684,389682,32,,,,105,4,29,74,1,,31
1785603905203,383253,90,,,,141,5,28,78,1,,26
1785603906207,385391,32,,,,147,3,91,74,1,,31
1785604476140,193402,21,,,,29,1,29,0,1,,5
1785604507181,333255,,,,,58,1,58,0,0,,15
1785604513190,333251,90,,,,54,2,26,48,1,,15
1785604525200,332366,90,,,,58,1,58,0,1,,15
1785604540718,332363,90,,,,58,1,58,0,1,,15
1785604544727,333253,90,,,,88,3,29,50,1,,15
1785604546730,332362,90,,,,58,2,31,47,1,,15
1785604550230,332368,90,,,,58,2,30,40,1,,15
1785604582805,333252,90,,,,60,1,60,0,1,,15
1785604586272,329454,90,,,,60,1,60,0,1,,15
1785604589273,333254,90,,,,55,2,26,43,1,,15
1785604600283,394786,90,,,,118,2,60,7,1,,15
1785604612300,394785,90,,,,120,2,64,9,1,,15
1785604628315,394787,90,,,,64,1,64,0,1,,15
1785604664852,394782,90,,,,64,2,32,37,1,,15
1785604667352,394784,90,,,,124,2,96,47,1,,15
1785604700397,394783,90,,,,58,1,58,0,1,,15
1785604709401,394788,90,,,,90,3,32,53,1,,15
1785604746439,334910,,,,,116,4,30,69,0,,26
1785604752445,333046,,,,,115,4,30,76,0,,26
1785604758966,334914,,,,,116,4,26,72,0,,26
1785604767466,333526,,,,,119,4,31,75,0,,26
1785604775981,334913,,,,,115,4,30,75,0,,26
1785604803516,333935,,,,,125,2,93,37,0,,15
1785604811531,333940,90,,,,58,2,29,50,1,,15
1785604827562,333937,90,,,,56,2,29,50,1,,15
1785604836602,333942,90,,,,84,3,28,52,1,,15
1785604846637,334912,90,,,,135,5,28,79,1,,26
1785604875730,334911,90,,,,113,3,29,50,1,,26
1785604881707,334915,90,,,,107,4,28,76,1,,26
1785604908422,333941,90,,,,62,2,30,31,1,,15
1785604913973,397106,90,,,,54,1,54,0,1,,15
1785604920543,333934,90,,,,62,1,62,0,1,,15
1785604935160,374890,,,,,91,3,31,49,0,,15
1785604939671,376080,,,,,135,3,27,54,0,,26
1785604948180,374460,,,,,136,5,29,77,0,,31
1785604967367,374458,,,,,135,5,28,78,0,,31
1785604973384,376466,,,,,106,4,26,75,0,,31
1785604986966,374892,,,,,56,1,56,0,0,,15
1785604991017,376082,,,,,114,4,28,73,0,,26
1785604996570,374891,,,,,58,2,29,45,0,,15
1785604999587,376081,,,,,117,4,30,70,0,,26
1785605005651,397995,90,,,,146,5,30,73,1,,26
1785605032931,398499,90,,,,62,2,32,46,1,,15
1785605037476,398501,90,,,,60,1,60,0,1,,15
1785605040487,374893,90,,,,55,2,28,47,1,,15
1785605046815,374888,90,,,,86,3,28,49,1,,15
1785605108539,374889,90,,,,60,2,30,38,1,,15
1785605132622,398117,,,,,62,1,62,0,0,,15
1785605138110,398116,,,,,114,2,60,12,0,,15
1785605149161,398109,,,,,114,3,29,43,0,,26
1785605153680,398114,,,,,138,5,27,76,0,,26
1785605160683,398112,,,,,114,4,30,74,0,,26
1785605167700,398113,90,,,,116,3,30,38,1,,26
1785605172701,398108,90,,,,111,3,30,51,1,,26
1785605185721,398110,90,,,,111,2,53,46,1,,26
1785605190724,397104,90,,,,57,2,27,45,1,,15
1785605193222,397107,90,,,,87,3,31,50,1,,15
1785605254792,396857,90,,,,116,4,28,69,1,,26
1785605262803,398115,90,,,,58,1,58,0,1,,15
1785605264805,399840,90,,,,85,3,28,54,1,,15
1785605269810,400508,90,,,,120,4,30,74,1,,26
1785605277824,398111,90,,,,111,4,29,72,1,,26
1785605281823,397105,90,,,,59,2,28,35,1,,15
1785605289326,333936,90,,,,87,3,29,53,1,,15
1785605300336,333933,90,,,,60,2,29,40,1,,15
1785605317857,334909,90,,,,147,5,31,75,1,,26
1785605331367,399434,,,,,112,4,29,72,0,,31
1785605342387,400057,,,,,136,5,26,77,0,,26
1785605356479,333938,90,,,,58,2,31,44,1,,15
1785605360989,333939,90,,,,60,1,60,0,1,,15
1785605373496,401459,90,,,,59,2,30,44,1,,15
1785605391518,401458,90,,,,90,1,90,0,1,,15
1785605397521,401460,90,,,,61,2,31,48,1,,15
1785605404541,401456,90,,,,80,2,28,17,1,,15
1785605419555,401463,90,,,,87,2,29,3,1,,15
1785605423472,401462,90,,,,56,2,26,38,1,,15
1785605433572,400510,90,,,,148,5,29,76,1,,26
1785605441578,400511,90,,,,113,3,29,39,1,,26
1785605459098,402093,90,,,,135,4,29,54,1,,26
1785605473119,402095,90,,,,114,2,57,40,1,,26
1785605509654,400908,,,,,116,4,31,74,0,,26
1785605513658,399839,90,,,,64,1,64,0,1,,15
1785605515163,401461,90,,,,58,1,58,0,1,,15
1785605520172,403101,90,,,,59,2,30,46,1,,15
1785605523669,400513,90,,,,173,3,58,56,1,,26
1785605546691,403098,90,,,,60,2,31,46,1,,15
1785605591847,402094,90,,,,170,4,82,73,1,,26
1785605592847,400512,90,,,,112,2,82,73,1,,26
1785605664707,400509,90,,,,120,2,60,42,1,,26
1785605701235,404485,90,,,,141,5,29,75,1,,26
1785605731850,403103,90,,,,106,2,54,10,1,,15
1785605737813,407442,90,,,,168,3,53,52,1,,26
1785605741286,407441,90,,,,110,4,25,75,1,,26
1785605767330,403100,90,,,,58,2,27,41,1,,15
1785605772334,407443,90,,,,139,4,29,54,1,,26
1785605796870,408552,90,,,,139,5,27,72,1,,26
1785605817386,407439,90,,,,111,4,29,75,1,,26
1785605827409,405585,90,,,,60,2,30,40,1,,15
1785605845922,407437,90,,,,115,2,60,51,1,,26
1785605864452,409202,90,,,,55,2,28,46,1,,15
1785605874958,409201,90,,,,60,2,31,50,1,,15
1785605882468,409588,90,,,,115,3,31,44,1,,26
1785605899484,405584,90,,,,55,2,28,48,1,,15
1785605908497,409203,90,,,,64,1,64,0,1,,15
1785605950056,401611,,,,,115,4,29,69,0,,26
1785605971578,399436,32,,,,109,4,25,71,1,,31
1785605972080,399842,90,,,,58,1,58,0,1,,15
1785605978083,373697,90,,,,62,2,31,39,1,,15
1785605981585,374456,32,,,,136,3,83,73,1,,31
1785605988094,403097,32,,,,138,3,28,31,1,,31
1785605995103,373388,90,,,,118,2,58,48,1,,26
1785606014657,374459,32,,,,137,5,29,74,1,,31
1785606030671,373390,90,,,,134,5,29,80,1,,26
1785606040685,373392,90,,,,132,3,26,36,1,,26
1785606046189,373695,90,,,,53,2,26,44,1,,15
1785704194949,160002,,Large centipede,,,104,4,26,72,0,,30
1785704206459,75569,,Large centipede,,,150,3,91,67,0,,25
1785704208464,461254,,,,,61,2,31,48,0,,15
1785704221477,471500,,Rat,,,60,2,32,50,0,,15
1785705081259,502643,,,Rat Race,,114,4,27,72,0,,30
1785705113920,60013,,Mouse,Rat Race,,62,2,30,36,0,,15
1785705113920,60013,,Large centipede,Rat Race,,62,2,30,36,0,,15
1785705117930,495427,,Large centipede,Rat Race,,86,3,32,55,0,,
1785705117930,495427,,Mouse,Rat Race,,86,3,32,55,0,,
1785705117930,495427,,,,,86,3,32,55,0,,
1785705133941,306170,,Rat,Rat Race,,125,2,94,67,0,,25
1785705133941,306170,90,Rat,Rat Race,,125,2,94,67,1,,25
1785705133941,306170,90,Rat,Rat Race,,125,2,94,67,1,,25
1785705140447,471309,,Large centipede,Rat Race,,112,4,27,68,0,,30
1785705140447,471309,,Large centipede,Rat Race,,112,4,27,68,0,,30
1785705140447,471309,,Large centipede,Rat Race,,112,4,27,68,0,,30
1785705150956,471312,32,Large centipede,Rat Race,,134,5,27,77,1,,30
1785705150956,471312,32,Large centipede,Rat Race,,134,5,27,77,1,,30
1785705150957,471312,,Large centipede,Rat Race,,134,5,27,77,0,,30
1785705159470,461255,90,Large centipede,Rat Race,,89,3,27,52,1,,15
1785705159470,461255,90,Large centipede,Rat Race,,89,3,27,52,1,,15
1785705159470,461255,,Large centipede,Rat Race,,89,3,27,52,0,,15
1785705164971,75570,90,Mouse,Rat Race,,137,5,28,77,1,,25
1785705164971,75570,90,Mouse,Rat Race,,137,5,28,77,1,,25
1785705164971,75570,,Mouse,Rat Race,,137,5,28,77,0,,25
1785706646921,60067,21,Rabbit,Buya,,66,1,66,0,1,17,5
1785706663435,38249,90,Rabbit,Buya,,163,1,163,0,1,17,15
1785706680952,60103,21,White rabbit,Buya,,64,1,64,0,1,17,5
1785706685458,60079,21,Rabbit,Buya,,56,1,56,0,1,17,5
1785706707996,60066,21,Rabbit,Buya,,56,1,56,0,1,17,5
1785706709998,60098,21,Rabbit,Buya,,33,1,33,0,1,17,5
1785706712498,60083,21,Rabbit,Buya,,58,1,58,0,1,17,5
1785706730012,60094,21,Rabbit,Buya,,66,1,66,0,1,17,5
1785706734522,141647,21,Rabbit,Buya,,31,1,31,0,1,17,5
1785706735020,135204,21,Rabbit,Buya,,33,1,33,0,1,17,5
1785706762075,354554,21,Rabbit,Buya,Swift sword|Farmer armor|Merchant helm|Sea ring|Sea ring,66,1,66,0,1,17,5
1785706765079,241732,21,White rabbit,Buya,Swift sword|Farmer armor|Merchant helm|Sea ring|Sea ring,28,1,28,0,1,17,5
1785706777095,143014,21,Rabbit,Buya,Swift sword|Farmer armor|Merchant helm|Sea ring|Sea ring,28,1,28,0,1,17,5
1785710258935,552882,90,Rat,Vermin Cavern,Swift sword|Farmer armor|Merchant helm|Black ring|Sea ring,143,5,27,75,1,17,25
1785710272948,90988,90,Rat,Vermin Cavern,Swift sword|Farmer armor|Merchant helm|Black ring|Sea ring,120,4,30,71,1,17,25
1785710374620,461559,,,Vermin Cavern,,56,2,27,46,0,17,15
1785710381623,159283,,Mouse,Vermin Cavern,,64,1,64,0,0,17,15
1785710391129,462365,,Mouse,Vermin Cavern,,198,5,88,76,0,17,25
1785710406159,461560,,Rat,Vermin Cavern,,57,2,29,42,0,17,15
1785711173787,90989,,Rat,Thousand Legs,,170,4,91,73,0,17,25
1785711220847,59414,,Rat,Thousand Legs,,788,31,24,96,0,17,150
1785711228343,558946,,Rat,Thousand Legs,,142,5,29,73,0,17,30
1785711234347,95269,,Large centipede,Thousand Legs,,138,5,29,77,0,17,30
1785711247361,558947,,Large centipede,Thousand Legs,,134,5,29,78,0,17,30
1785711322947,95264,992,Big bat,Thousand Legs,,1809,67,28,69,1,17,600
1785711329958,95266,32,Large centipede,Thousand Legs,,111,4,28,74,1,17,30
1785711340459,563548,90,Large centipede,Thousand Legs,,120,4,30,71,1,17,25
1785711351469,90992,90,Rat,Thousand Legs,,106,2,76,68,1,17,25
1785711362479,90990,90,Large centipede,Thousand Legs,,105,4,25,70,1,17,25
1785711368990,564033,32,Large centipede,Thousand Legs,,108,4,29,73,1,17,30
1785711371997,564034,32,Large centipede,Thousand Legs,,105,4,26,73,1,17,30
1785711379010,564031,32,Large centipede,Thousand Legs,,129,3,80,80,1,17,30
1785711662015,565124,,Bat,Thousand Legs,Swift sword|Farmer armor|Merchant helm|Black ring|Sea ring,803,33,27,96,0,18,157
1785713196737,576036,,Large centipede,Thousand Legs,Swift sword|Farmer armor|Merchant helm|Black ring|Sea ring,121,2,30,7,0,18,31
1785713213860,566270,32,Large centipede,Thousand Legs,Swift sword|Farmer armor|Merchant helm|Black ring|Sea ring,110,4,29,72,1,18,31
1785713224871,568762,32,Large centipede,Thousand Legs,Swift sword|Farmer armor|Merchant helm|Black ring|Sea ring,144,5,30,76,1,18,31
1785713231878,566272,32,Large centipede,Thousand Legs,Swift sword|Farmer armor|Merchant helm|Black ring|Sea ring,110,4,26,72,1,18,31
1785713282935,59412,992,Bat,Thousand Legs,Swift sword|Farmer armor|Merchant helm|Black ring|Sea ring,817,29,71,93,1,18,157
1785713410224,567781,,Big bat,Thousand Legs,Swift sword|Farmer armor|Merchant helm|Black ring|Sea ring,2006,68,28,71,0,18,630
1785713414144,589692,32,Large centipede,Thousand Legs,Swift sword|Farmer armor|Merchant helm|Black ring|Sea ring,113,4,29,70,1,18,31
1785713854466,589691,,Large centipede,Thousand Legs,Swift sword|Farmer armor|Merchant helm|Black ring|Sea ring,109,4,25,74,0,18,31
1785713861475,589693,,Large centipede,Thousand Legs,Swift sword|Farmer armor|Merchant helm|Black ring|Sea ring,117,4,29,72,0,18,31
1785713957089,592597,,Big bat,Thousand Legs,Swift sword|Farmer armor|Merchant helm|Black ring|Sea ring,2640,92,86,99,0,18,630
1785713978616,565285,,Big bat,Thousand Legs,Swift sword|Farmer armor|Merchant helm|Black ring|Sea ring,122,2,62,47,0,18,26
1785713995633,589690,32,Rat,Thousand Legs,Swift sword|Farmer armor|Merchant helm|Black ring|Sea ring,146,3,29,79,1,18,31
1785713999634,90991,90,Rat,Thousand Legs,Swift sword|Farmer armor|Merchant helm|Black ring|Sea ring,144,3,31,50,1,18,26
1785714342521,565284,,,Thousand Legs,Swift sword|Farmer armor|Merchant helm|Black ring|Sea ring,30,1,30,0,0,18,25
1785714347022,95270,,Large centipede,Thousand Legs,Swift sword|Farmer armor|Merchant helm|Black ring|Sea ring,119,2,91,70,0,18,30
1785714395579,567782,,Large centipede,Thousand Legs,Swift sword|Farmer armor|Merchant helm|Black ring|Sea ring,823,30,27,94,0,18,150
1785714404079,594223,32,Large centipede,Thousand Legs,Swift sword|Farmer armor|Merchant helm|Black ring|Sea ring,139,5,25,76,1,18,30
1785714412594,600124,90,Large centipede,Thousand Legs,Swift sword|Farmer armor|Merchant helm|Black ring|Sea ring,171,4,82,69,1,18,25
1785714422604,602617,32,Rat,Thousand Legs,Swift sword|Farmer armor|Merchant helm|Black ring|Sea ring,121,2,30,23,1,18,30
1785714510797,600122,992,Big bat,Thousand Legs,Swift sword|Farmer armor|Merchant helm|Black ring|Sea ring,2167,81,27,98,1,18,600
1785714522812,604175,32,Large centipede,Thousand Legs,Swift sword|Farmer armor|Merchant helm|Black ring|Sea ring,110,4,29,72,1,18,30
1785714529316,604176,32,Large centipede,Thousand Legs,Swift sword|Farmer armor|Merchant helm|Black ring|Sea ring,137,5,30,78,1,18,30
1785714544401,604870,90,Large centipede,Thousand Legs,Swift sword|Farmer armor|Merchant helm|Black ring|Sea ring,148,3,30,53,1,18,25
1785714551908,599372,32,Rat,Thousand Legs,Swift sword|Farmer armor|Merchant helm|Black ring|Sea ring,139,5,30,76,1,18,30
1785714569930,565286,90,Rat,Thousand Legs,Swift sword|Farmer armor|Merchant helm|Black ring,119,3,29,41,1,18,25
1785714662512,591447,992,Bat,Thousand Legs,Swift sword|Farmer armor|Merchant helm|Black ring,876,29,25,94,1,18,150
1785715534569,607414,,Large centipede,Thousand Legs,Swift sword|Farmer armor|Merchant helm|Black ring|Sea ring,133,5,25,77,0,18,30
1785715541073,604177,,Large centipede,Thousand Legs,Swift sword|Farmer armor|Merchant helm|Black ring|Sea ring,143,3,91,31,0,18,30
1785715546085,608075,,,Thousand Legs,Swift sword|Farmer armor|Merchant helm|Black ring|Sea ring,120,4,31,73,0,18,25
1785715548584,599371,,Large centipede,Thousand Legs,Swift sword|Farmer armor|Merchant helm|Black ring|Sea ring,115,4,27,73,0,18,30
1785715558593,608076,,Large centipede,Thousand Legs,Swift sword|Farmer armor|Merchant helm|Black ring|Sea ring,113,2,60,53,0,18,25
1785715600137,607417,,Large centipede,Thousand Legs,Swift sword|Farmer armor|Merchant helm|Black ring|Sea ring,910,34,26,94,0,18,150
1785715681730,75557,,Bat,Sonar Central,Swift sword|Farmer armor|Merchant helm|Sea ring,942,32,27,94,0,18,150
1785715739280,75552,992,Bat,Sonar Central,Swift sword|Farmer armor|Merchant helm|Sea ring,935,34,69,97,1,18,150
1785715850424,75556,992,Bat,Sonar Central,Swift sword|Farmer armor|Merchant helm|Sea ring,832,30,69,96,1,18,150
1785715897471,75553,992,Bat,Sonar Central,Swift sword|Farmer armor|Merchant helm|Sea ring,877,34,24,97,1,18,150
1785716178373,620134,992,Bat,Sonar Central,Swift sword|Farmer armor|Merchant helm|Sea ring,830,32,24,96,1,18,150
1785716236429,470804,,Bat,Rat Race,Swift sword|Farmer armor|Merchant helm|Sea ring,60,2,29,34,0,18,15
1785716243939,506257,,Large centipede,Rat Race,Swift sword|Farmer armor|Merchant helm|Sea ring,113,4,29,73,0,18,30
1785716266461,530591,,Rat,Rat Race,Swift sword|Farmer armor|Merchant helm|Black ring|Sea ring,110,4,28,70,0,18,30
1785716275966,561687,90,Mouse,Rat Race,Swift sword|Farmer armor|Merchant helm|Black ring|Sea ring,62,2,31,50,1,18,15
1785716281970,510427,32,Large centipede,Rat Race,Swift sword|Farmer armor|Merchant helm|Black ring|Sea ring,131,5,27,79,1,18,30
1785716290481,509904,,Large centipede,Rat Race,Swift sword|Farmer armor|Merchant helm|Black ring|Sea ring,54,1,54,0,0,18,15
1785716299986,504899,90,Large centipede,Rat Race,Swift sword|Farmer armor|Merchant helm|Black ring|Sea ring,56,1,56,0,1,18,15
1785716307993,306169,90,Mouse,Rat Race,Swift sword|Farmer armor|Merchant helm|Black ring|Sea ring,145,3,28,52,1,18,25
1785716328025,461253,90,Large centipede,Rat Race,Swift sword|Farmer armor|Merchant helm|Sea ring,108,4,27,71,1,18,25
1785716334535,530768,90,Large centipede,Rat Race,Swift sword|Farmer armor|Merchant helm|Sea ring,133,3,28,33,1,18,25
1785716336539,60008,90,,Rat Race,Swift sword|Farmer armor|Merchant helm|Sea ring,93,3,32,50,1,18,15
1785716342546,622916,32,Rat,Rat Race,Swift sword|Farmer armor|Merchant helm|Sea ring,136,5,29,75,1,18,30
1785716346547,504898,90,Mouse,Rat Race,Swift sword|Farmer armor|Merchant helm|Sea ring,58,2,28,41,1,18,15
1785716353560,508830,32,Large centipede,Rat Race,Swift sword|Farmer armor|Merchant helm|Sea ring,136,5,27,77,1,18,30
1785716369072,470938,90,Rat,Rat Race,Swift sword|Farmer armor|Merchant helm|Black ring|Sea ring,114,4,28,72,1,18,25
1785716377083,75572,90,Rat,Rat Race,Swift sword|Farmer armor|Merchant helm|Black ring|Sea ring,109,4,26,75,1,18,25
1785716384089,506256,32,Large centipede,Rat Race,Swift sword|Farmer armor|Merchant helm|Black ring|Sea ring,133,5,27,78,1,18,30
1785716386594,622814,90,Rat,Rat Race,Swift sword|Farmer armor|Merchant helm|Black ring|Sea ring,57,2,30,48,1,18,15
1785716390597,494543,90,Rat,Rat Race,Swift sword|Farmer armor|Merchant helm|Black ring|Sea ring,110,4,30,73,1,18,25
1785716394096,60004,90,,Rat Race,Swift sword|Farmer armor|Merchant helm|Black ring|Sea ring,89,3,29,48,1,18,15
1785716403119,495428,90,Mouse,Rat Race,Swift sword|Farmer armor|Merchant helm|Sea ring,91,3,32,56,1,18,15
1785716409643,60009,90,Mouse,Rat Race,Swift sword|Farmer armor|Merchant helm|Sea ring,59,2,30,50,1,18,15
1785716411150,622917,32,,Rat Race,Swift sword|Farmer armor|Merchant helm|Sea ring,136,5,26,78,1,18,30
1785716414652,473184,90,Mouse,Rat Race,Swift sword|Farmer armor|Merchant helm|Sea ring,134,3,82,77,1,18,25
1785716425170,625069,90,Rat,Rat Race,Swift sword|Farmer armor|Merchant helm|Sea ring,139,5,26,73,1,18,25
1785716431689,625081,90,Rat,Rat Race,Swift sword|Farmer armor|Merchant helm|Sea ring,60,2,28,31,1,18,15
1785716444707,625074,90,Mouse,Rat Race,Swift sword|Farmer armor|Merchant helm|Black ring|Sea ring,58,2,31,46,1,18,15
1785716450251,471501,90,Rat,Rat Race,Swift sword|Farmer armor|Merchant helm|Black ring|Sea ring,62,2,32,48,1,18,15
1785716450754,625076,90,Ginseng piece	White rat,Rat Race,Swift sword|Farmer armor|Merchant helm|Black ring|Sea ring,62,1,62,0,1,18,15
1785716466801,625079,90,Mouse,Rat Race,Swift sword|Farmer armor|Merchant helm|Black ring|Sea ring,62,1,62,0,1,18,15
